d1	d2	d3	d4	d5	d6
自閉症の世界 多様性に満ちた内面の真実	スティーブ・シルバーマン／著 正高 信男／訳 入口 真夕子／訳	講談社, 	ブルーバックス Ｂ－２０１４	493.7 ｼ  新書書架	ISBN: 9784-065020142 RGTN: 48826 受入日: 20170615
三つの石で地球がわかる 岩石がひもとくこの星のなりたち	藤岡 換太郎／著	講談社, 	ブルーバックス Ｂ－２０１５	458 ﾌｼﾞ  新書書架	ISBN: 9784-065020159 RGTN: 48827 受入日: 20170615
お茶の科学 : 「色・香り・味」 を生み出す茶葉のひみつ	大森 正司／著	講談社, 	ブルーバックス Ｂ－２０１６	619.8 ｵｵ  新書書架	ISBN: 9784-065020166 RGTN: 48828 受入日: 20170615
人はどのように鉄を作ってきたか ４０００年の歴史と製鉄の原理	永田 和宏／著	講談社, 	ブルーバックス Ｂ－２０１７	564 ﾅｶﾞ  新書書架	ISBN: 9784-065020173 RGTN: 48829 受入日: 20170615
謎解きはディナーのあとで ２	東川 篤哉／著	小学館, 		913.6 ﾋｶﾞ 2 一般書架	ISBN: 9784-093863162 RGTN: 48830 受入日: 20170615
みかづき = Crescent Moon	森絵都 著	集英社, 		913.6 ﾓﾘ  一般書架	ISBN: 9784-087710052 RGTN: 48831 受入日: 20170615
ｉ	西 加奈子／著	ポプラ社, 		913.6 ﾆｼ  一般書架	ISBN: 9784-591153093 RGTN: 48832 受入日: 20170615
コーヒーが冷めないうちに	川口 俊和／著	サンマーク出版, 		913.6 ｶﾜ  一般書架	ISBN: 9784-763135070 RGTN: 48833 受入日: 20170615
読みたい心に火をつけろ！ 学校図書館大活用術	木下 通子／著	岩波書店, 	岩波ジュニア新書 ８５５	017.4 ｷﾉ  新書書架	ISBN: 9784-005008551 RGTN: 48834 受入日: 20170630
矢内原忠雄 戦争と知識人の使命	赤江 達也／著	岩波書店, 	岩波新書　新赤版 １６６５	289.1 ﾔﾅ  新書書架	ISBN: 9784-004316657 RGTN: 48835 受入日: 20170630
在日米軍 変貌する日米安保体制	梅林 宏道／著	岩波書店, 	岩波新書　新赤版 １６６６	392.5 ｳﾒ  新書書架	ISBN: 9784-004316664 RGTN: 48836 受入日: 20170630
夏目漱石と西田幾多郎 共鳴する明治の精神	小林 敏明／著	岩波書店, 	岩波新書　新赤版 １６６７	121.6 ｺﾊﾞ  新書書架	ISBN: 9784-004316671 RGTN: 48837 受入日: 20170630
親権と子ども	榊原 富士子／著 池田 清貴／著	岩波書店, 	岩波新書　新赤版 １６６８	324.6 ｻｶ  新書書架	ISBN: 9784-004316688 RGTN: 48838 受入日: 20170630
脳を守ろう 脳梗塞・認知症を予防するために	岩田 誠／著	岩波書店, 	岩波ブックレット Ｎｏ．９６７	493.7 ｲﾜ  ブックレット	ISBN: 9784-002709673 RGTN: 48839 受入日: 20170630
カラー図解古生物たちのふしぎな世界 繁栄と絶滅の古生代３億年史	土屋 健／著 田中 源吾／協力	講談社, 	ブルーバックス Ｂ－２０１８	457 ﾂﾁ  新書書架	ISBN: 9784-065020180 RGTN: 48840 受入日: 20170630
時空のからくり 時間と空間はなぜ「一体不可分」なのか	山田 克哉／著	講談社, 	ブルーバックス Ｂ－２０１９	421 ﾔﾏ  新書書架	ISBN: 9784-065020197 RGTN: 48841 受入日: 20170630
「香り」の科学 匂いの正体からその効能まで	平山 令明／著	講談社, 	ブルーバックス Ｂ－２０２０	576.6 ﾋ  新書書架	ISBN: 9784-065020203 RGTN: 48842 受入日: 20170630
男子御三家 なぜ一流が育つのか	おおた としまさ／著	中央公論新社, 	中公新書ラクレ ５４７	376.4 ｵｵ  新書書架	ISBN: 9784-121505477 RGTN: 48843 受入日: 20170630
武蔵高等学校中学校	おおた としまさ／著	ダイヤモンド社（発売）, 	中学受験注目校の素顔－学校研究シリーズ－ ００３	376.4 ｵ  一般書架	ISBN: 9784-478044865 RGTN: 48844 受入日: 20170630
奥飛騨に響く 種蔵の里	加藤 麻美／撮影 近藤 誠宏／監修	岐阜新聞情報センター（発売）, 		291.5 ｶ  一般書架	ISBN: 9784-877972158 RGTN: 48845 受入日: 20170630
敗北を力に！ 甲子園の敗者たち	元永 知宏／著	岩波書店, 	岩波ジュニア新書 ８５６	783.7 ﾓﾄ  新書書架	ISBN: 9784-005008568 RGTN: 48846 受入日: 20170729
世界に通じるマナーとコミュニケーション つながる心、英語は翼	横手 尚子／著 横山 カズ／著	岩波書店, 	岩波ジュニア新書 ８５７	385.9 ﾖｺ  新書書架	ISBN: 9784-005008575 RGTN: 48847 受入日: 20170729
中国の近現代史をどう見るか	西村 成雄／著	岩波書店, 	岩波新書　新赤版 １２５４ シリーズ中国近現代史 ６	222 ｼﾘ 6 新書書架	ISBN: 9784-004312543 RGTN: 48848 受入日: 20170729
ゲノム編集を問う 作物からヒトまで	石井 哲也／著	岩波書店, 	岩波新書　新赤版 １６６９	467.2 ｲｼ  新書書架	ISBN: 9784-004316695 RGTN: 48849 受入日: 20170729
戦争をよむ : 70冊の小説案内	中川 成美／著	岩波書店, 	岩波新書　新赤版 １６７０	904 ﾅｶ  新書書架	ISBN: 9784-004316701 RGTN: 48850 受入日: 20170729
海に沈んだ大陸の謎 最新科学が解き明かす激動の地球史	佐野 貴司／著	講談社, 	ブルーバックス Ｂ－２０２１	455.8 ｻﾉ  新書書架	ISBN: 9784-065020210 RGTN: 48851 受入日: 20170729
曲がった空間の幾何学 現代の科学を支える非ユークリッド幾何とは	宮岡 礼子／著	講談社, 	ブルーバックス Ｂ－２０２３	414.8 ﾐﾔ  新書書架	ISBN: 9784-065020234 RGTN: 48852 受入日: 20170729
アルツハイマー病は「脳の糖尿病」 ２つの「国民病」を結ぶ驚きのメカニズム	鬼頭 昭三／著 新郷 明子／著	講談社, 	ブルーバックス Ｂ－２０２５	493.7 ｷﾄ  新書書架	ISBN: 9784-065020258 RGTN: 48853 受入日: 20170729
ルポどうなる?どうする?築地市場 : みんなの市場をつくる	永尾俊彦 著	岩波書店, 	岩波ブックレット ; No.968	675.5 ﾅｶﾞ  ブックレット	ISBN: 9784-002709680 RGTN: 48854 受入日: 20170729
3.11後の子どもと健康 : 保健室と地域に何ができるか	大谷 尚子／著 白石 草／著 吉田 由布子／著	岩波書店, 	岩波ブックレット  No. 969	374.9 ｵｵ  ブックレット	ISBN: 9784-002709697 RGTN: 48855 受入日: 20170729
自死は、向き合える 遺族を支える、社会で防ぐ	杉山 春／著	岩波書店, 	岩波ブックレット Ｎｏ．９７０	368.3 ｽｷﾞ  ブックレット	ISBN: 9784-002709703 RGTN: 48856 受入日: 20170828
経済的徴兵制をぶっ潰せ! : 戦争と学生	雨宮処凛 [ほか] 著	岩波書店, 	岩波ブックレット  No.971	392.1 ｱﾒ  ブックレット	ISBN: 9784-002709710 RGTN: 48857 受入日: 20170828
漱石先生の手紙が教えてくれたこと	小山 慶太／著	岩波書店, 	岩波ジュニア新書 ８５８	910.2 ｺﾔ  新書書架	ISBN: 9784-005008582 RGTN: 48858 受入日: 20170904
マンボウのひみつ	沢井 悦郎／著	岩波書店, 	岩波ジュニア新書 ８５９	487.7 ｻﾜ  新書書架	ISBN: 9784-005008599 RGTN: 48859 受入日: 20170904
町を住みこなす : 超高齢社会の居場所づくり	大月敏雄 著	岩波書店, 	岩波新書 新赤版 ; 1671	365.3 ｵｵ  新書書架	ISBN: 9784-004316718 RGTN: 48860 受入日: 20170828
〈ひとり死〉時代のお葬式とお墓	小谷 みどり／著	岩波書店, 	岩波新書　新赤版 １６７２	385.6 ｺﾀ  新書書架	ISBN: 9784-004316725 RGTN: 48861 受入日: 20170828
一茶の相続争い : 北国街道柏原宿訴訟始末	高橋敏著	岩波書店, 	岩波新書  新赤版 1674	911.3 ﾀｶ  新書書架	ISBN: 9784-004316749 RGTN: 48862 受入日: 20170904
日本文化をよむ ５つのキーワード	藤田 正勝／著	岩波書店, 	岩波新書　新赤版 １６７５	121.4 ﾌｼﾞ  新書書架	ISBN: 9784-004316756 RGTN: 48863 受入日: 20170904
カラー図解進化の教科書. 第3巻	カール・ジンマー ダグラス・J・エムレン 著、更科功 石川牧子 国友良樹 訳	講談社, 	ブルーバックス ; B-1992	467.5 ｼﾞﾝ 3 新書書架	ISBN: 9784-062579926 RGTN: 48864 受入日: 20170828
睡眠の科学 なぜ眠るのかなぜ目覚めるのか 改訂新版	櫻井 武／著	講談社, 	ブルーバックス Ｂ－２０２６	491.3 ｻｸ  新書書架	ISBN: 9784-065020265 RGTN: 48865 受入日: 20170828
重力波で見える宇宙のはじまり 「時空のゆがみ」から宇宙進化を探る	ピエール・ビネトリュイ／著 安東 正樹／監訳 岡田 好惠／訳	講談社, 	ブルーバックス Ｂ－２０２７	441.1 ﾋﾞﾈ  新書書架	ISBN: 9784-065020272 RGTN: 48866 受入日: 20170828
元素１１８の新知識 引いて重宝、読んでおもしろい	桜井 弘／編	講談社, 	ブルー・バックス Ｂ－２０２８	431.1 ｻｸ  新書書架	ISBN: 9784-065020289 RGTN: 48867 受入日: 20170828
自分のことがわかる本 ポジティブ・アプローチで描く未来	安部 博枝／著	岩波書店, 	岩波ジュニア新書 ８６０	159.7 ｱﾍﾞ  新書書架	ISBN: 9784-005008605 RGTN: 48868 受入日: 20171002
中原中也 : 沈黙の音楽	佐々木幹郎著	岩波書店, 	岩波新書  新赤版 1673	911.5 ｻｻ  新書書架	ISBN: 9784-004316732 RGTN: 48869 受入日: 20170926
日本の歴史を旅する	五味 文彦／著	岩波書店, 	岩波新書　新赤版 １６７６	210 ｺﾞﾐ  新書書架	ISBN: 9784-004316763 RGTN: 48870 受入日: 20171002
イギリス現代史	長谷川 貴彦／著	岩波書店, 	岩波新書　新赤版 １６７７	233 ﾊｾ  新書書架	ISBN: 9784-004316770 RGTN: 48871 受入日: 20171002
60歳からの外国語修行 : メキシコに学ぶ	青山 南／著	岩波書店, 	岩波新書　新赤版 １６７８	860.4 ｱｵ  新書書架	ISBN: 9784-004316787 RGTN: 48872 受入日: 20171002
抗生物質と人間 マイクロバイオームの危機	山本 太郎／著	岩波書店, 	岩波新書　新赤版 １６７９	491.7 ﾔﾏ  新書書架	ISBN: 9784-004316794 RGTN: 48873 受入日: 20171002
生命（いのち）を支えるＡＴＰエネルギー メカニズムから医療への応用まで	二井 将光／著	講談社, 	ブルーバックス Ｂ－２０２９	464.2 ﾌﾀ  新書書架	ISBN: 9784-065020296 RGTN: 48874 受入日: 20170926
時間とはなんだろう 最新物理学で探る「時」の正体	松浦 壮／著	講談社, 	ブルーバックス Ｂ－２０３１	421.2 ﾏﾂ  新書書架	ISBN: 9784-065020319 RGTN: 48875 受入日: 20170926
佐藤文隆先生の量子論 干渉実験・量子もつれ・解釈問題	佐藤 文隆／著	講談社, 	ブルーバックス Ｂ－２０３２	421.3 ｻﾄ  新書書架	ISBN: 9784-065020326 RGTN: 48876 受入日: 20170926
メディアに操作される憲法改正国民投票	本間 竜／著	岩波書店, 	岩波ブックレット Ｎｏ．９７２	323.1 ﾎﾝ  ブックレット	ISBN: 9784-002709727 RGTN: 48877 受入日: 20170926
《自粛社会》をのりこえる : 「慰安婦」写真展中止事件と「表現の自由」	安 世鴻／編 李 春煕／編 岡本 有佳／編	岩波書店, 	岩波ブックレット Ｎｏ．９７３	316.1 ｱﾝ  ブックレット	ISBN: 9784-002709734 RGTN: 48878 受入日: 20170926
疾風ロンド	東野 圭吾／著	実業之日本社, 	実業之日本社文庫 ひ１－２	913.6 ﾋｶﾞ  文庫書架	ISBN: 9784-408551487 RGTN: 48879 受入日: 20171012
教育勅語の何が問題か	教育史学会編	岩波書店, 	岩波ブックレット  974	372.1 ｷｮ  ブックレット	ISBN: 9784-002709741 RGTN: 48880 受入日: 20171026
リニア新幹線が不可能な７つの理由	樫田 秀樹／著	岩波書店, 	岩波ブックレット  No.975	516.8 ｶｼ  ブックレット	ISBN: 9784-002709758 RGTN: 48881 受入日: 20171026
農学が世界を救う！ 食料・生命・環境をめぐる科学の挑戦	生源寺 真一／編著 太田 寛行／編著 安田 弘法／編著	岩波書店, 	岩波ジュニア新書 ８６１	610.1 ｼ  新書書架	ISBN: 9784-005008612 RGTN: 48882 受入日: 20171030
私、日本に住んでいます	スベンドリニ・カクチ 著	岩波書店, 	岩波ジュニア新書 ; 862	361.5 ｶｸ  新書書架	ISBN: 9784-005008629 RGTN: 48883 受入日: 20171030
日本の無戸籍者	井戸 まさえ／著	岩波書店, 	岩波新書　新赤版 １６８０	324.8 ｲﾄﾞ  新書書架	ISBN: 9784-004316800 RGTN: 48884 受入日: 20171030
出羽三山 山岳信仰の歴史を歩く	岩鼻 通明／著	岩波書店, 	岩波新書　新赤版 １６８１	188.5 ｲﾜ  新書書架	ISBN: 9784-004316817 RGTN: 48885 受入日: 20171030
アウグスティヌス 「心」の哲学者	出村 和彦／著	岩波書店, 	岩波新書　新赤版 １６８２	132.1 ﾃﾞﾑ  新書書架	ISBN: 9784-004316824 RGTN: 48886 受入日: 20171030
生と死のことば 中国の名言を読む	川合 康三／著	岩波書店, 	岩波新書　新赤版 １６８３	159.8 ｶﾜ  新書書架	ISBN: 9784-004316831 RGTN: 48887 受入日: 20171030
カラー図解新しい人体の教科書 下	山科 正平／著	講談社, 	ブルーバックス Ｂ－２０２４	491.3 ﾔﾏ  新書書架	ISBN: 9784-065020241 RGTN: 48888 受入日: 20171030
ＤＮＡの９８％は謎 生命の鍵を握る「非コードＤＮＡ」とは何か	小林 武彦／著	講談社, 	ブルーバックス Ｂ－２０３４	464.2 ｺﾊﾞ  新書書架	ISBN: 9784-065020340 RGTN: 48889 受入日: 20171026
現代暗号入門 : いかにして秘密は守られるのか	神永正博 著	講談社, 	ブルーバックス ; B-2035	007.3 ｶﾐ  新書書架	ISBN: 9784-065020357 RGTN: 48890 受入日: 20171120
美しすぎる「数」の世界 「金子みすゞの詩」で語る数論	清水 健一／著	講談社, 	ブルーバックス Ｂ－２０３６	412 ｼﾐ  新書書架	ISBN: 9784-065020364 RGTN: 48891 受入日: 20171026
忘れられた巨人	カズオ・イシグロ／著 土屋 政雄／訳	早川書房, 		933.7 ｲｼ  文庫書架	ISBN: 9784-152095367 RGTN: 48892 受入日: 20171110
遠い山なみの光	カズオ・イシグロ／著 小野寺 健／訳	早川書房, 	ハヤカワｅｐｉ文庫	933.7 ｲｼ  文庫書架	ISBN: 9784-151200106 RGTN: 48893 受入日: 20171110
わたしたちが孤児だったころ	カズオ・イシグロ／著 入江 真佐子／訳	早川書房, 	ハヤカワｅｐｉ文庫 ３４	933.7 ｲｼ  文庫書架	ISBN: 9784-151200342 RGTN: 48894 受入日: 20171110
浮世の画家	カズオ・イシグロ／著 飛田 茂雄／訳	早川書房, 	ハヤカワｅｐｉ文庫 ３９	933.7 ｲｼ  文庫書架	ISBN: 9784-151200397 RGTN: 48895 受入日: 20171110
充たされざる者	カズオ・イシグロ／著 古賀林 幸／訳	早川書房, 	ハヤカワｅｐｉ文庫 ４１	933.7 ｲｼ  文庫書架	ISBN: 9784-151200410 RGTN: 48896 受入日: 20171110
夜想曲集 音楽と夕暮れをめぐる五つの物語	カズオ・イシグロ／著 土屋 政雄／訳	早川書房, 	ハヤカワｅｐｉ文庫 ６３	933.7 ｲｼ  文庫書架	ISBN: 9784-151200632 RGTN: 48897 受入日: 20171110
短歌は最強アイテム 高校生活の悩みに効きます	千葉 聡／著	岩波書店, 	岩波ジュニア新書 ８６３	370 ﾁﾊﾞ  新書書架	ISBN: 9784-005008636 RGTN: 48898 受入日: 20171202
日本問答	田中 優子／著 松岡 正剛／著	岩波書店, 	岩波新書　新赤版 １６８４	210 ﾀﾅ  新書書架	ISBN: 9784-004316848 RGTN: 48899 受入日: 20171202
岩波西洋人名辞典	岩波書店編集部．編	岩波書店, 	辞典	280.3 ｲ  一般書架	ISBN:  RGTN: 4890 受入日: 19660521
メディア不信 何が問われているのか	林 香里／著	岩波書店, 	岩波新書　新赤版 １６８５	070.1 ﾊﾔ  新書書架	ISBN: 9784-004316855 RGTN: 48900 受入日: 20171202
ルポ不法移民 : アメリカ国境を越えた男たち	田中研之輔 著	岩波書店, 	岩波新書 新赤版 ; 1686	334.4 ﾀﾅ  新書書架	ISBN: 9784-004316862 RGTN: 48901 受入日: 20171202
会計学の誕生 複式簿記が変えた世界	渡邉 泉／著	岩波書店, 	岩波新書　新赤版 １６８７	336.9 ﾜﾀ  新書書架	ISBN: 9784-004316879 RGTN: 48902 受入日: 20171202
東電原発裁判 福島原発事故の責任を問う	添田 孝史／著	岩波書店, 	岩波新書　新赤版 １６８８	543.5 ｿｴ  新書書架	ISBN: 9784-004316886 RGTN: 48903 受入日: 20171202
